ID,LUCODES_IDENTIFIER,CODE_TYPE,CODE_NAME,ABBREVIATION,DESCRIPTION,SORT_ORDER,R_SEG,CY
62,4496285.0,RESOURCE_TYPE,"Transportation, Bus, Coach",BUS,"Transportation, Bus, Coach",1260.0,,2017.0
63,4496286.0,RESOURCE_TYPE,"Truck, Hazmat",HAZTR,"Truck, Hazmat",1270.0,,2017.0
64,4496287.0,RESOURCE_TYPE,Water Purification Plant,WPP,Water Purification Plant,1290.0,,2017.0
65,4496288.0,RESOURCE_TYPE,Water Rescue Team,WRT,Water Rescue Team,1245.0,,2017.0
66,4496289.0,SIT209_REPORT_RESOURCE_GROUP,CREWS,,CREWS,10.0,,2017.0
67,4496290.0,SIT209_REPORT_RESOURCE_GROUP,HELICOPTERS,,HELICOPTERS,20.0,,2017.0
68,4496291.0,SIT209_REPORT_RESOURCE_GROUP,AIRCRAFT,,AIRCRAFT,25.0,,2017.0
69,4496292.0,SIT209_REPORT_RESOURCE_GROUP,ENGINES,,ENGINES,30.0,,2017.0
70,4496293.0,SIT209_REPORT_RESOURCE_GROUP,EQUIPMENT,,EQUIPMENT,35.0,,2017.0
71,4496294.0,SIT209_REPORT_RESOURCE_GROUP,OVERHEAD,,OVERHEAD,40.0,,2017.0
72,4496295.0,GENERAL_FIRE_BEHAVIOR,Extreme,EXT,Extreme,10.0,,2017.0
73,4496296.0,GENERAL_FIRE_BEHAVIOR,Active,ACT,Active,20.0,,2017.0
74,4496297.0,GENERAL_FIRE_BEHAVIOR,Moderate,MOD,Moderate,30.0,,2017.0
75,4496298.0,GENERAL_FIRE_BEHAVIOR,Minimal,MIN,Minimal,40.0,,2017.0
76,4496299.0,FIRE_BEHAVIOR_CHARACTERISTIC,Crowning,,Crowning,10.0,,2017.0
77,4496300.0,FIRE_BEHAVIOR_CHARACTERISTIC,Short Crown Runs,,Short Crown Runs,20.0,,2017.0
78,4496301.0,FIRE_BEHAVIOR_CHARACTERISTIC,Uphill Runs,,Uphill Runs,30.0,,2017.0
79,4496302.0,FIRE_BEHAVIOR_CHARACTERISTIC,Wind Driven Runs,,Wind Driven Runs,40.0,,2017.0
80,4496303.0,FIRE_BEHAVIOR_CHARACTERISTIC,Running,,Running,50.0,,2017.0
81,4496304.0,FIRE_BEHAVIOR_CHARACTERISTIC,Flanking,,Flanking,60.0,,2017.0
82,4496305.0,FIRE_BEHAVIOR_CHARACTERISTIC,Backing,,Backing,70.0,,2017.0
83,4496306.0,FIRE_BEHAVIOR_CHARACTERISTIC,Creeping,,Creeping,80.0,,2017.0
84,4496307.0,FIRE_BEHAVIOR_CHARACTERISTIC,Torching,,Torching,90.0,,2017.0
85,4496308.0,FIRE_BEHAVIOR_CHARACTERISTIC,Group Torching,,Group Torching,100.0,,2017.0
86,4496309.0,FIRE_BEHAVIOR_CHARACTERISTIC,Single Tree Torching,,Single Tree Torching,110.0,,2017.0
87,4496310.0,FIRE_BEHAVIOR_CHARACTERISTIC,Isolated Torching,,Isolated Torching,120.0,,2017.0
88,4496311.0,FIRE_BEHAVIOR_CHARACTERISTIC,Spotting,,Spotting,130.0,,2017.0
89,4496312.0,FIRE_BEHAVIOR_CHARACTERISTIC,Long-range Spotting,,Long-range Spotting,140.0,,2017.0
90,4496313.0,FIRE_BEHAVIOR_CHARACTERISTIC,Short-range Spotting,,Short-range Spotting,150.0,,2017.0
91,4496314.0,FIRE_BEHAVIOR_CHARACTERISTIC,Smoldering,,Smoldering,160.0,,2017.0
92,4496315.0,IRWIN_RESOURCE_TYPE,Mobile Kitchen Unit,,Mobile Kitchen Unit,62.0,,2017.0
93,4496316.0,IRWIN_RESOURCE_TYPE,Mountain SAR Team,,Mountain SAR Team,63.0,,2017.0
94,4496317.0,IRWIN_RESOURCE_TYPE,"Quint, Combination",,"Quint, Combination",64.0,,2017.0
95,4496318.0,IRWIN_RESOURCE_TYPE,Rescue Unit,,Rescue Unit,65.0,,2017.0
96,4496319.0,IRWIN_RESOURCE_TYPE,Rescue/Medical Unit,,Rescue/Medical Unit,66.0,,2017.0
97,4496320.0,IRWIN_RESOURCE_TYPE,Salvage Unit,,Salvage Unit,67.0,,2017.0
98,4496321.0,IRWIN_RESOURCE_TYPE,"Shower, Mobile",,"Shower, Mobile",68.0,,2017.0
99,4496322.0,IRWIN_RESOURCE_TYPE,Technical Rescue Team,,Technical Rescue Team,69.0,,2017.0
100,4496323.0,IRWIN_RESOURCE_TYPE,"Tender, Potable Water",,"Tender, Potable Water",70.0,,2017.0
101,4496324.0,IRWIN_RESOURCE_TYPE,"Transportation, Bus, Coach",,"Transportation, Bus, Coach",71.0,,2017.0
102,4496325.0,IRWIN_RESOURCE_TYPE,"Truck, Hazmat",,"Truck, Hazmat",72.0,,2017.0
103,4496326.0,IRWIN_RESOURCE_TYPE,Underwater Search & Recovery Team,,Underwater Search & Recovery Team,73.0,,2017.0
104,4496327.0,IRWIN_RESOURCE_TYPE,Urban SAR Team,,Urban SAR Team,74.0,,2017.0
105,4496328.0,IRWIN_RESOURCE_TYPE,Water Purification Plant,,Water Purification Plant,75.0,,2017.0
106,4496329.0,IRWIN_RESOURCE_TYPE,Water Rescue Team,,Water Rescue Team,76.0,,2017.0
107,4496330.0,INCIDENT_TYPE,Prescribed Fire,PF,,20.0,,2017.0
108,4496331.0,RESOURCE_TYPE,Air Attack,AA,Air Attack,1005.0,,2017.0
109,4496332.0,INCIDENT_TYPE,Complex,CX,,20.0,,2017.0
110,4495941.0,IRWIN_RESOURCE_KIND,Crews,,Crews,3.0,,2017.0
111,4495942.0,IRWIN_RESOURCE_KIND,Overhead,,Overhead,4.0,,2017.0
112,4495943.0,IRWIN_RESOURCE_CATEGORY,Airtanker,,Airtanker,1.0,,2017.0
113,4495944.0,RESOURCE_TYPE,Hazardous Materials Unit,HAZU,Hazardous Materials Unit,1130.0,,2017.0
114,4495945.0,RESOURCE_TYPE,"Quint, Combination",QUINT,"Quint, Combination",1200.0,,2017.0
115,4495946.0,RESOURCE_TYPE,Medic Squad,MSQD,Medic Squad,1170.0,,2017.0
116,4495947.0,IRWIN_RESOURCE_CATEGORY,Boat,,Boat,2.0,,2017.0
117,4495948.0,IRWIN_RESOURCE_CATEGORY,Handcrew,,Handcrew,3.0,,2017.0
118,4495949.0,RESOURCE_TYPE,"Canine, Bomb Squad",K9BS,"Canine, Bomb Squad",1070.0,,2017.0
119,4495950.0,IRWIN_RESOURCE_CATEGORY,Dozer,,Dozer,4.0,,2017.0
120,4495951.0,RESOURCE_TYPE,Technical Rescue Team,TRT,Technical Rescue Team,1240.0,,2017.0
121,4495952.0,RESOURCE_TYPE,Alpine Rescue Team,MSAR,Alpine Rescue Team,1190.0,,2017.0
122,4495953.0,IRWIN_RESOURCE_CATEGORY,Engine,,Engine,5.0,,2017.0
123,4495954.0,IRWIN_RESOURCE_CATEGORY,Fixed Wing,,Fixed Wing,6.0,,2017.0
124,4495955.0,RESOURCE_TYPE,Cave Rescue Team,CRT,Cave Rescue Team,1110.0,,2017.0
125,4495956.0,RESOURCE_TYPE,Mine Rescue Team,MRT,Mine Rescue Team,1180.0,,2017.0
126,4495957.0,RESOURCE_TYPE,Underwater SAR,USRT,Underwater SAR,1280.0,,2017.0
127,4495958.0,IRWIN_RESOURCE_CATEGORY,Helicopter,,Helicopter,7.0,,2017.0
128,4495959.0,IRWIN_RESOURCE_CATEGORY,Heavy,,Heavy,8.0,,2017.0
129,4495960.0,RESOURCE_TYPE,Salvage Unit,SALU,Salvage Unit,1210.0,,2017.0
130,4495961.0,IRWIN_RESOURCE_CATEGORY,Single Resource,,Single Resource,9.0,,2017.0
131,4495962.0,IRWIN_RESOURCE_CATEGORY,Other Equipment,,Other Equipment,10.0,,2017.0
132,4495963.0,IRWIN_RESOURCE_CATEGORY,Watertender,,Watertender,11.0,,2017.0
133,4495964.0,IRWIN_RESOURCE_CATEGORY,Tractor Plow,,Tractor Plow,12.0,,2017.0
134,4495965.0,IRWIN_RESOURCE_TYPE,SEAT,,SEAT,1.0,,2017.0
135,4495966.0,RESOURCE_TYPE,Track Vehicle,TRVH,Track Vehicle,1250.0,,2017.0
136,4495967.0,RESOURCE_TYPE,"Tractor Plow, Type 1",TPL1,"Tractor Plow, Type 1",270.0,,2017.0
137,4495968.0,RESOURCE_TYPE,"Tractor Plow, Type 2",TPL2,"Tractor Plow, Type 2",280.0,,2017.0
138,4495969.0,RESOURCE_TYPE,"Tractor Plow, Type 3",TPL3,"Tractor Plow, Type 3",290.0,,2017.0
139,4495970.0,RESOURCE_TYPE,"Tractor Plow, Type 4",TPL4,"Tractor Plow, Type 4",300.0,,2017.0
140,4495971.0,CASUALTY_ILLNESS_TYPE,Other,OTH,,11.0,,2017.0
141,4495972.0,TIME_DURATION,Hours,HRS,,1.0,,2017.0
142,4495973.0,TIME_DURATION,Days,DAYS,,1.0,,2017.0
143,4495974.0,TIME_DURATION,Months,MONTHS,,2.0,,2017.0
144,4495975.0,TIME_DURATION,Quarters,QTRS,,3.0,,2017.0
145,4495976.0,TIME_DURATION,Years,YRS,,4.0,,2017.0
146,4495977.0,UTM_ZONE,UTM Zone 11,11,Zone Range: 120W - 114W      Central Meridian: 117W,11.0,,2017.0
147,4495978.0,UTM_ZONE,UTM Zone 12,12,Zone Range: 114W - 108W      Central Meridian: 111W,12.0,,2017.0
148,4495979.0,UTM_ZONE,UTM Zone 13,13,Zone Range: 108W - 102W      Central Meridian: 105W,13.0,,2017.0
149,4495980.0,UTM_ZONE,UTM Zone 14,14,Zone Range: 102W -  96W      Central Meridian:  99W,14.0,,2017.0
150,4495981.0,UTM_ZONE,UTM Zone 15,15,Zone Range:  96W -  90W      Central Meridian:  93W,15.0,,2017.0
151,4495982.0,UTM_ZONE,UTM Zone 16,16,Zone Range:  90W -  84W      Central Meridian:  87W,16.0,,2017.0
152,4495983.0,UTM_ZONE,UTM Zone 17,17,Zone Range:  84W -  78W      Central Meridian:  81W,17.0,,2017.0
153,4495984.0,UTM_ZONE,UTM Zone 18,18,Zone Range:  78W -  72W      Central Meridian:  75W,18.0,,2017.0
154,4495985.0,UTM_ZONE,UTM Zone 19,19,Zone Range:  72W -  66W      Central Meridian:  69W,19.0,,2017.0
155,4495986.0,UTM_ZONE,UTM Zone 20,20,Zone Range:  66W -  60W      Central Meridian:  63W,20.0,,2017.0
156,4495987.0,UTM_ZONE,UTM Zone 21,21,Zone Range:  60W -  54W      Central Meridian:  57W,21.0,,2017.0
157,4495988.0,SIT_FSTAT_CATEGORY,Human-Caused,H,,1.0,,2017.0
158,4495989.0,SIT_FSTAT_CATEGORY,Lightning/Natural-Caused,L,,2.0,,2017.0
159,4495990.0,SIT_FSTAT_CATEGORY,Prescribed,RX,,3.0,,2017.0
160,4495991.0,PRINCIPAL_MERIDIAN,Black Hills,07,,7.0,,2017.0
161,4495992.0,PRINCIPAL_MERIDIAN,Boise,08,,8.0,,2017.0
162,4495993.0,PRINCIPAL_MERIDIAN,Chickasaw,09,,9.0,,2017.0
163,4495994.0,PRINCIPAL_MERIDIAN,Choctaw,10,,10.0,,2017.0
164,4495995.0,PRINCIPAL_MERIDIAN,Cimarron,11,,11.0,,2017.0
165,4495996.0,PRINCIPAL_MERIDIAN,Copper River,12,,12.0,,2017.0
166,4495997.0,PRINCIPAL_MERIDIAN,Fairbanks,13,,13.0,,2017.0
167,4495998.0,PRINCIPAL_MERIDIAN,Fifth Principal,,,8.0,,2017.0
168,4495999.0,PRINCIPAL_MERIDIAN,First Principal,,,9.0,,2017.0
169,4496000.0,PRINCIPAL_MERIDIAN,Fourth Principal,,,10.0,,2017.0
170,4496001.0,PRINCIPAL_MERIDIAN,Gila and Salt River,14,,14.0,,2017.0
171,4496002.0,PRINCIPAL_MERIDIAN,Humboldt,15,,15.0,,2017.0
172,4496003.0,PRINCIPAL_MERIDIAN,Huntsville,16,,16.0,,2017.0
173,4496004.0,PRINCIPAL_MERIDIAN,Indian,17,,17.0,,2017.0
174,4496005.0,PRINCIPAL_MERIDIAN,Kateel River,44,,44.0,,2017.0
175,4496006.0,PRINCIPAL_MERIDIAN,Louisiana,18,,18.0,,2017.0
176,4496007.0,PRINCIPAL_MERIDIAN,Michigan,19,,19.0,,2017.0
177,4496008.0,PRINCIPAL_MERIDIAN,Mount Diablo,,,19.0,,2017.0
178,4496009.0,PRINCIPAL_MERIDIAN,Navajo,22,,22.0,,2017.0
179,4496010.0,PRINCIPAL_MERIDIAN,New Mexico Principal,,,21.0,,2017.0
180,4496011.0,IRWIN_RESOURCE_TYPE,Heavy (Type 1),,Heavy (Type 1),2.0,,2017.0
181,4496012.0,IRWIN_RESOURCE_TYPE,Medium (Type 2),,Medium (Type 2),3.0,,2017.0
182,4496013.0,IRWIN_RESOURCE_TYPE,Light (Type 3),,Light (Type 3),4.0,,2017.0
183,4496014.0,IRWIN_RESOURCE_TYPE,VLAT,,VLAT,5.0,,2017.0
184,4496015.0,IRWIN_RESOURCE_TYPE,Fire,,Fire,6.0,,2017.0
185,4496016.0,IRWIN_RESOURCE_TYPE,"Handcrew, Type 1",,"Handcrew, Type 1",7.0,,2017.0
186,4496017.0,IRWIN_RESOURCE_TYPE,"Handcrew, Type 2",,"Handcrew, Type 2",8.0,,2017.0
187,4496018.0,IRWIN_RESOURCE_TYPE,"Handcrew, Type 2/IA",,"Handcrew, Type 2/IA",9.0,,2017.0
188,4496019.0,IRWIN_RESOURCE_TYPE,All Types,,All Types,10.0,,2017.0
189,4496020.0,IRWIN_RESOURCE_TYPE,"Engine, Type 1",,"Engine, Type 1",11.0,,2017.0
190,4496021.0,PRINCIPAL_MERIDIAN,Principal,20,,20.0,,2017.0
191,4496022.0,PRINCIPAL_MERIDIAN,Salt Lake,26,,26.0,,2017.0
192,4496023.0,PRINCIPAL_MERIDIAN,San Bernardino,27,,27.0,,2017.0
193,4496024.0,PRINCIPAL_MERIDIAN,Second Principal,,,25.0,,2017.0
194,4496025.0,PRINCIPAL_MERIDIAN,Seward,28,,28.0,,2017.0
195,4496026.0,PRINCIPAL_MERIDIAN,Sixth Principal,,,27.0,,2017.0
196,4496027.0,PRINCIPAL_MERIDIAN,St. Helena,24,,24.0,,2017.0
197,4496028.0,PRINCIPAL_MERIDIAN,St. Stephens,25,,25.0,,2017.0
198,4496029.0,PRINCIPAL_MERIDIAN,Tallahassee,29,,29.0,,2017.0
199,4496030.0,PRINCIPAL_MERIDIAN,Third Principal,,,31.0,,2017.0
200,4496031.0,PRINCIPAL_MERIDIAN,Uintah,30,,30.0,,2017.0
201,4496032.0,PRINCIPAL_MERIDIAN,Umiat,45,,45.0,,2017.0
202,4496033.0,PRINCIPAL_MERIDIAN,Ute,31,,31.0,,2017.0
203,4496034.0,PRINCIPAL_MERIDIAN,Washington,32,,32.0,,2017.0
204,4496035.0,PRINCIPAL_MERIDIAN,Willamette,33,,33.0,,2017.0
205,4496036.0,PRINCIPAL_MERIDIAN,Wind River,34,,34.0,,2017.0
206,4496037.0,AREA_UOM,Acres,ACRES,,1.0,,2017.0
207,4496038.0,AREA_UOM,Hectares,HECTARES,,2.0,,2017.0
208,4496039.0,AREA_UOM,Square Kilometers,SQ KM,,3.0,,2017.0
209,4496040.0,AREA_UOM,Square Miles,SQ MILES,,4.0,,2017.0
210,4496041.0,AR,Acres,ACRES,,1.0,,2017.0
211,4496042.0,AR,Square Miles,SQ MILES,,2.0,,2017.0
212,4496043.0,AR,Hectares,HECTARES,,3.0,,2017.0
213,4496044.0,AR,Square Kilometers,SQ KM,,4.0,,2017.0
214,4496045.0,CA,Human,H,,1.0,,2017.0
215,4496046.0,CA,Lightning/Natural,L,,2.0,,2017.0
216,4496047.0,CA,Other,O,,3.0,,2017.0
217,4496048.0,CA,Unknown,U,,4.0,,2017.0
218,4496049.0,FM,1 Short grass (1 Foot),1,,1.0,,2017.0
219,4496050.0,FM,2 Timber (grass and understory),2,,2.0,,2017.0
220,4496051.0,FM,3 Tall Grass (2.5 Feet),3,,3.0,,2017.0
221,4496052.0,FM,4 Chaparral (6 Feet),4,,4.0,,2017.0
222,4496053.0,FM,5 Brush (2 Feet),5,,5.0,,2017.0
223,4496054.0,FM,"6 Dormant Brush, Hardwood Slash",6,,6.0,,2017.0
224,4496055.0,FM,7 Southern Rough,7,,7.0,,2017.0
225,4496056.0,FM,8 Closed Timber Litter,8,,8.0,,2017.0
226,4496057.0,FM,9 Hardwood Litter,9,,9.0,,2017.0
227,4496058.0,FM,10 Timber (litter and understory),10,,10.0,,2017.0
228,4496059.0,FM,11 Light Logging Slash,11,,11.0,,2017.0
229,4496060.0,FM,12 Medium Logging Slash,12,,12.0,,2017.0
230,4496061.0,FM,Heavy Logging Slash,13,,13.0,,2017.0
231,4496062.0,TT,Type 1 Team,1,,1.0,,2017.0
232,4496063.0,TT,Type 2 Team,2,,3.0,,2017.0
233,4496064.0,TT,Type 3 Team,3,,5.0,,2017.0
234,4496065.0,TT,Type 3 IC,4,,6.0,,2017.0
235,4496066.0,TT,Type 4 IC,5,,7.0,,2017.0
236,4496067.0,TT,Type 5 IC,6,,8.0,,2017.0
237,4496068.0,TT,Area Command,C,,9.0,,2017.0
238,4496069.0,RESOURCE_TYPE,ALS Ambulance,AMBL,ALS Ambulance,130.0,,2017.0
239,4496070.0,RESOURCE_TYPE,Decontamination Unit,DECON,Decontamination Unit,150.0,,2017.0
240,4496071.0,RESOURCE_TYPE,Dozer,DOZR,Dozer,140.0,,2017.0
241,4496072.0,RESOURCE_TYPE,"Engine, Type 1",ENG1,"Engine, Type 1",70.0,,2017.0
242,4496073.0,RESOURCE_TYPE,"Engine, Type 2",ENG2,"Engine, Type 2",80.0,,2017.0
243,4496074.0,RESOURCE_TYPE,"Engine, Type 3",ENG3,"Engine, Type 3",90.0,,2017.0
244,4496075.0,RESOURCE_TYPE,"Engine, Type 4",ENG4,"Engine, Type 4",100.0,,2017.0
245,4496076.0,RESOURCE_TYPE,"Engine, Type 5",ENG5,"Engine, Type 5",110.0,,2017.0
246,4496077.0,RESOURCE_TYPE,"Engine, Type 6",ENG6,"Engine, Type 6",120.0,,2017.0
247,4496078.0,RESOURCE_TYPE,"Fixed Wing, Recon",FWRE,"Fixed Wing, Recon",160.0,,2017.0
248,4496079.0,RESOURCE_TYPE,Food Dispensing Unit,FDU,Food Dispensing Unit,190.0,,2017.0
249,4496080.0,RESOURCE_TYPE,"Crew, Type 1",CR1,"Crew, Type 1",10.0,,2017.0
250,4496081.0,RESOURCE_TYPE,"Crew, Type 2",CR2,"Crew, Type 2",20.0,,2017.0
251,4496082.0,RESOURCE_TYPE,"Crew, Type 2IA",CR2IA,"Crew, Type 2IA",30.0,,2017.0
252,4496083.0,RESOURCE_TYPE,"Helicopter, Type 1",HEL1,"Helicopter, Type 1",40.0,,2017.0
253,4496084.0,RESOURCE_TYPE,"Helicopter, Type 2",HEL2,"Helicopter, Type 2",50.0,,2017.0
254,4496085.0,RESOURCE_TYPE,"Helicopter, Type 3",HEL3,"Helicopter, Type 3",60.0,,2017.0
255,4496086.0,RESOURCE_TYPE,"Laundry, Mobile",MLAU,"Laundry, Mobile",210.0,,2017.0
256,4496087.0,RESOURCE_TYPE,GIS Unit,GISU,GIS Unit,230.0,,2017.0
257,4496088.0,RESOURCE_TYPE,Mobile Coroner Unit,MCU,Mobile Coroner Unit,170.0,,2017.0
258,4496089.0,RESOURCE_TYPE,Mobile Communications Center,MCC,Mobile Communications Center,180.0,,2017.0
259,4496090.0,RESOURCE_TYPE,"Boat, Rescue",RB,"Boat, Rescue",200.0,,2017.0
260,4496091.0,RESOURCE_TYPE,Rescue Unit,RSQU,Rescue Unit,220.0,,2017.0
261,4496092.0,RESOURCE_TYPE,"Shower, Mobile",MSHWR,"Shower, Mobile",240.0,,2017.0
262,4496093.0,RESOURCE_TYPE,Urban SAR Team,USAR,Urban SAR Team,250.0,,2017.0
263,4496094.0,RESOURCE_TYPE,"Tender, Water (Tactical)",WTDT,"Tender, Water (Tactical)",260.0,,2017.0
264,4496095.0,WORLD_TIME_ZONE,US/Alaska,,US/Alaska,10.0,,2017.0
265,4496096.0,RESOURCE_TYPE,Overhead,OVH,Overhead,9999.0,,2017.0
