ID,LUCODES_IDENTIFIER,CODE_TYPE,CODE_NAME,ABBREVIATION,DESCRIPTION,SORT_ORDER,R_SEG,CY
95,1536060.0,SIT_FSTAT_CATEGORY,Human-Caused,H,,1.0,,2015.0
96,1536061.0,SIT_FSTAT_CATEGORY,Lightning/Natural-Caused,L,,2.0,,2015.0
97,1536062.0,SIT_FSTAT_CATEGORY,Prescribed,RX,,3.0,,2015.0
98,1536063.0,PRINCIPAL_MERIDIAN,Black Hills,07,,7.0,,2015.0
99,1536064.0,PRINCIPAL_MERIDIAN,Boise,08,,8.0,,2015.0
100,1536065.0,PRINCIPAL_MERIDIAN,Chickasaw,09,,9.0,,2015.0
101,1536066.0,PRINCIPAL_MERIDIAN,Choctaw,10,,10.0,,2015.0
102,1536067.0,PRINCIPAL_MERIDIAN,Cimarron,11,,11.0,,2015.0
103,1536068.0,PRINCIPAL_MERIDIAN,Copper River,12,,12.0,,2015.0
104,1536069.0,PRINCIPAL_MERIDIAN,Fairbanks,13,,13.0,,2015.0
105,1536070.0,PRINCIPAL_MERIDIAN,Fifth Principal,,,8.0,,2015.0
106,1536071.0,PRINCIPAL_MERIDIAN,First Principal,,,9.0,,2015.0
107,1536072.0,PRINCIPAL_MERIDIAN,Fourth Principal,,,10.0,,2015.0
108,1536073.0,PRINCIPAL_MERIDIAN,Gila and Salt River,14,,14.0,,2015.0
109,1536074.0,PRINCIPAL_MERIDIAN,Humboldt,15,,15.0,,2015.0
110,1536075.0,PRINCIPAL_MERIDIAN,Huntsville,16,,16.0,,2015.0
111,1536076.0,PRINCIPAL_MERIDIAN,Indian,17,,17.0,,2015.0
112,1536077.0,PRINCIPAL_MERIDIAN,Kateel River,44,,44.0,,2015.0
113,1536078.0,PRINCIPAL_MERIDIAN,Louisiana,18,,18.0,,2015.0
114,1536079.0,PRINCIPAL_MERIDIAN,Michigan,19,,19.0,,2015.0
115,1536080.0,PRINCIPAL_MERIDIAN,Mount Diablo,,,19.0,,2015.0
116,1536081.0,PRINCIPAL_MERIDIAN,Navajo,22,,22.0,,2015.0
117,1536082.0,PRINCIPAL_MERIDIAN,New Mexico Principal,,,21.0,,2015.0
118,1536083.0,IRWIN_RESOURCE_TYPE,Heavy (Type 1),,Heavy (Type 1),2.0,,2015.0
119,1536084.0,IRWIN_RESOURCE_TYPE,Medium (Type 2),,Medium (Type 2),3.0,,2015.0
120,1536085.0,IRWIN_RESOURCE_TYPE,Light (Type 3),,Light (Type 3),4.0,,2015.0
121,1536086.0,IRWIN_RESOURCE_TYPE,VLAT,,VLAT,5.0,,2015.0
122,1536087.0,IRWIN_RESOURCE_TYPE,Fire,,Fire,6.0,,2015.0
123,1536088.0,IRWIN_RESOURCE_TYPE,"Handcrew, Type 1",,"Handcrew, Type 1",7.0,,2015.0
124,1536089.0,IRWIN_RESOURCE_TYPE,"Handcrew, Type 2",,"Handcrew, Type 2",8.0,,2015.0
125,1536090.0,IRWIN_RESOURCE_TYPE,"Handcrew, Type 2/IA",,"Handcrew, Type 2/IA",9.0,,2015.0
126,1536091.0,IRWIN_RESOURCE_TYPE,All Types,,All Types,10.0,,2015.0
127,1536092.0,IRWIN_RESOURCE_TYPE,"Engine, Type 1",,"Engine, Type 1",11.0,,2015.0
128,1536093.0,PRINCIPAL_MERIDIAN,Principal,20,,20.0,,2015.0
129,1536094.0,PRINCIPAL_MERIDIAN,Salt Lake,26,,26.0,,2015.0
130,1536095.0,PRINCIPAL_MERIDIAN,San Bernardino,27,,27.0,,2015.0
131,1536096.0,PRINCIPAL_MERIDIAN,Second Principal,,,25.0,,2015.0
132,1536097.0,PRINCIPAL_MERIDIAN,Seward,28,,28.0,,2015.0
133,1536098.0,PRINCIPAL_MERIDIAN,Sixth Principal,,,27.0,,2015.0
134,1536099.0,PRINCIPAL_MERIDIAN,St. Helena,24,,24.0,,2015.0
135,1536100.0,PRINCIPAL_MERIDIAN,St. Stephens,25,,25.0,,2015.0
136,1536101.0,PRINCIPAL_MERIDIAN,Tallahassee,29,,29.0,,2015.0
137,1536102.0,PRINCIPAL_MERIDIAN,Third Principal,,,31.0,,2015.0
138,1536103.0,PRINCIPAL_MERIDIAN,Uintah,30,,30.0,,2015.0
139,1536104.0,PRINCIPAL_MERIDIAN,Umiat,45,,45.0,,2015.0
140,1536105.0,PRINCIPAL_MERIDIAN,Ute,31,,31.0,,2015.0
141,1536106.0,PRINCIPAL_MERIDIAN,Washington,32,,32.0,,2015.0
142,1536107.0,PRINCIPAL_MERIDIAN,Willamette,33,,33.0,,2015.0
143,1536108.0,PRINCIPAL_MERIDIAN,Wind River,34,,34.0,,2015.0
144,1536109.0,AREA_UOM,Acres,ACRES,,1.0,,2015.0
145,1536110.0,AREA_UOM,Hectares,HECTARES,,2.0,,2015.0
146,1536111.0,AREA_UOM,Square Kilometers,SQ KM,,3.0,,2015.0
147,1536112.0,AREA_UOM,Square Miles,SQ MILES,,4.0,,2015.0
148,1536113.0,AR,Acres,ACRES,,1.0,,2015.0
149,1536114.0,AR,Square Miles,SQ MILES,,2.0,,2015.0
150,1536115.0,AR,Hectares,HECTARES,,3.0,,2015.0
151,1536116.0,AR,Square Kilometers,SQ KM,,4.0,,2015.0
152,1536117.0,CA,Human,H,,1.0,,2015.0
153,1536118.0,CA,Lightning/Natural,L,,2.0,,2015.0
154,1536119.0,CA,Other,O,,3.0,,2015.0
155,1536120.0,CA,Unknown,U,,4.0,,2015.0
156,1536121.0,FM,1 Short grass (1 Foot),1,,1.0,,2015.0
157,1536122.0,FM,2 Timber (grass and understory),2,,2.0,,2015.0
158,1536123.0,FM,3 Tall Grass (2.5 Feet),3,,3.0,,2015.0
159,1536124.0,FM,4 Chaparral (6 Feet),4,,4.0,,2015.0
160,1536125.0,FM,5 Brush (2 Feet),5,,5.0,,2015.0
161,1536126.0,FM,"6 Dormant Brush, Hardwood Slash",6,,6.0,,2015.0
162,1536127.0,FM,7 Southern Rough,7,,7.0,,2015.0
163,1536128.0,FM,8 Closed Timber Litter,8,,8.0,,2015.0
164,1536129.0,FM,9 Hardwood Litter,9,,9.0,,2015.0
165,1536130.0,FM,10 Timber (litter and understory),10,,10.0,,2015.0
166,1536131.0,FM,11 Light Logging Slash,11,,11.0,,2015.0
167,1536132.0,FM,12 Medium Logging Slash,12,,12.0,,2015.0
168,1536133.0,FM,Heavy Logging Slash,13,,13.0,,2015.0
169,1536134.0,TT,Type 1 Team,1,,1.0,,2015.0
170,1536135.0,TT,Type 2 Team,2,,3.0,,2015.0
171,1536136.0,TT,Type 3 Team,3,,5.0,,2015.0
172,1536137.0,TT,Type 3 IC,4,,6.0,,2015.0
173,1536138.0,TT,Type 4 IC,5,,7.0,,2015.0
174,1536139.0,TT,Type 5 IC,6,,8.0,,2015.0
175,1536140.0,TT,Area Command,C,,9.0,,2015.0
176,1536141.0,RESOURCE_TYPE,ALS Ambulance,AMBL,ALS Ambulance,130.0,,2015.0
177,1536142.0,RESOURCE_TYPE,Decontamination Unit,DECON,Decontamination Unit,150.0,,2015.0
178,1536143.0,RESOURCE_TYPE,Dozer,DOZR,Dozer,140.0,,2015.0
179,1536144.0,RESOURCE_TYPE,"Engine, Type 1",ENG1,"Engine, Type 1",70.0,,2015.0
180,1536145.0,RESOURCE_TYPE,"Engine, Type 2",ENG2,"Engine, Type 2",80.0,,2015.0
181,1536146.0,RESOURCE_TYPE,"Engine, Type 3",ENG3,"Engine, Type 3",90.0,,2015.0
182,1536147.0,RESOURCE_TYPE,"Engine, Type 4",ENG4,"Engine, Type 4",100.0,,2015.0
183,1536148.0,RESOURCE_TYPE,"Engine, Type 5",ENG5,"Engine, Type 5",110.0,,2015.0
184,1536149.0,RESOURCE_TYPE,"Engine, Type 6",ENG6,"Engine, Type 6",120.0,,2015.0
185,1536150.0,RESOURCE_TYPE,"Fixed Wing, Recon",FWRE,"Fixed Wing, Recon",160.0,,2015.0
186,1536151.0,RESOURCE_TYPE,Food Dispensing Unit,FDU,Food Dispensing Unit,190.0,,2015.0
187,1536152.0,RESOURCE_TYPE,"Crew, Type 1",CR1,"Crew, Type 1",10.0,,2015.0
188,1536153.0,RESOURCE_TYPE,"Crew, Type 2",CR2,"Crew, Type 2",20.0,,2015.0
189,1536154.0,RESOURCE_TYPE,"Crew, Type 2IA",CR2IA,"Crew, Type 2IA",30.0,,2015.0
190,1536155.0,RESOURCE_TYPE,"Helicopter, Type 1",HEL1,"Helicopter, Type 1",40.0,,2015.0
191,1536156.0,RESOURCE_TYPE,"Helicopter, Type 2",HEL2,"Helicopter, Type 2",50.0,,2015.0
192,1536157.0,RESOURCE_TYPE,"Helicopter, Type 3",HEL3,"Helicopter, Type 3",60.0,,2015.0
193,1536158.0,RESOURCE_TYPE,"Laundry, Mobile",MLAU,"Laundry, Mobile",210.0,,2015.0
194,1536159.0,RESOURCE_TYPE,GIS Unit,GISU,GIS Unit,230.0,,2015.0
195,1536160.0,RESOURCE_TYPE,Mobile Coroner Unit,MCU,Mobile Coroner Unit,170.0,,2015.0
196,1536161.0,RESOURCE_TYPE,Mobile Communications Center,MCC,Mobile Communications Center,180.0,,2015.0
197,1536162.0,RESOURCE_TYPE,"Boat, Rescue",RB,"Boat, Rescue",200.0,,2015.0
198,1536163.0,RESOURCE_TYPE,Rescue Unit,RSQU,Rescue Unit,220.0,,2015.0
199,1536164.0,RESOURCE_TYPE,"Shower, Mobile",MSHWR,"Shower, Mobile",240.0,,2015.0
200,1536165.0,RESOURCE_TYPE,Urban SAR Team,USAR,Urban SAR Team,250.0,,2015.0
201,1536166.0,RESOURCE_TYPE,"Tender, Water (Tactical)",WTDT,"Tender, Water (Tactical)",260.0,,2015.0
202,1536167.0,WORLD_TIME_ZONE,US/Alaska,,US/Alaska,10.0,,2015.0
203,1536168.0,RESOURCE_TYPE,Overhead,OVH,Overhead,9999.0,,2015.0
204,1536169.0,UTM_ZONE,UTM Zone 01,01,Zone Range: 180W - 174W      Central Meridian: 177W,1.0,,2015.0
205,1536170.0,UTM_ZONE,UTM Zone 02,02,Zone Range: 174W - 168W      Central Meridian: 171W,2.0,,2015.0
206,1536171.0,UTM_ZONE,UTM Zone 03,03,Zone Range: 168W - 162W      Central Meridian: 165W,3.0,,2015.0
207,1536172.0,UTM_ZONE,UTM Zone 04,04,Zone Range: 162W - 156W      Central Meridian: 159W,4.0,,2015.0
208,1536173.0,UTM_ZONE,UTM Zone 05,05,Zone Range: 156W - 150W      Central Meridian: 153W,5.0,,2015.0
209,1536174.0,UTM_ZONE,UTM Zone 06,06,Zone Range: 150W - 144W      Central Meridian: 147W,6.0,,2015.0
210,1536175.0,UTM_ZONE,UTM Zone 07,07,Zone Range: 144W - 138W      Central Meridian: 141W,7.0,,2015.0
211,1536176.0,UTM_ZONE,UTM Zone 08,08,Zone Range: 138W - 132W      Central Meridian: 135W,8.0,,2015.0
212,1536286.0,WORLD_TIME_ZONE,EST5EDT,,EST5EDT,2390.0,,2015.0
213,1536287.0,WORLD_TIME_ZONE,MST7MDT,,MST7MDT,3490.0,,2015.0
214,1536288.0,WORLD_TIME_ZONE,PST8PDT,,PST8PDT,3580.0,,2015.0
215,1536289.0,IRWIN_RESOURCE_TYPE,"Engine, Type 2",,"Engine, Type 2",12.0,,2015.0
216,1536290.0,IRWIN_RESOURCE_TYPE,"Engine, Type 3",,"Engine, Type 3",13.0,,2015.0
217,1536291.0,IRWIN_RESOURCE_TYPE,"Engine, Type 4",,"Engine, Type 4",14.0,,2015.0
218,1536292.0,IRWIN_RESOURCE_TYPE,"Engine, Type 5",,"Engine, Type 5",15.0,,2015.0
219,1536293.0,IRWIN_RESOURCE_TYPE,"Engine, Type 6",,"Engine, Type 6",16.0,,2015.0
220,1536294.0,IRWIN_RESOURCE_TYPE,"Engine, Type 7",,"Engine, Type 7",17.0,,2015.0
221,1536295.0,IRWIN_RESOURCE_TYPE,ASM,,ASM,18.0,,2015.0
222,1536296.0,IRWIN_RESOURCE_TYPE,Air Attack Platform,,Air Attack Platform,19.0,,2015.0
223,1536297.0,IRWIN_RESOURCE_TYPE,Lead Plane,,Lead Plane,20.0,,2015.0
224,1536298.0,IRWIN_RESOURCE_TYPE,Reconnaissance Aircraft,,Reconnaissance Aircraft,21.0,,2015.0
225,1536299.0,IRWIN_RESOURCE_TYPE,"Helicopter, Type 1",,"Helicopter, Type 1",22.0,,2015.0
226,1536300.0,IRWIN_RESOURCE_TYPE,"Helicopter, Type 2",,"Helicopter, Type 2",23.0,,2015.0
227,1536301.0,IRWIN_RESOURCE_TYPE,"Helicopter, Type 3",,"Helicopter, Type 3",24.0,,2015.0
228,1536302.0,IRWIN_RESOURCE_TYPE,Masticator,,Masticator,25.0,,2015.0
229,1536303.0,IRWIN_RESOURCE_TYPE,Individual Single Resource Personnel,,Individual Single Resource Personnel,26.0,,2015.0
230,1536304.0,IRWIN_RESOURCE_TYPE,Skidgine,,Skidgine,27.0,,2015.0
231,1536305.0,IRWIN_RESOURCE_TYPE,Support (All Types),,Support (All Types),28.0,,2015.0
232,1536306.0,IRWIN_RESOURCE_TYPE,Tactical (All Types),,Tactical (All Types),29.0,,2015.0
233,1536307.0,IRWIN_RESOURCE_TYPE,Track Vehicle,,Track Vehicle,30.0,,2015.0
234,1536308.0,IRWIN_RESOURCE_TYPE,"Tractor Plow, Type 1",,"Tractor Plow, Type 1",31.0,,2015.0
235,1536309.0,IRWIN_RESOURCE_TYPE,"Tractor Plow, Type 2",,"Tractor Plow, Type 2",32.0,,2015.0
236,1536310.0,IRWIN_RESOURCE_TYPE,"Tractor Plow, Type 3",,"Tractor Plow, Type 3",33.0,,2015.0
237,1536311.0,IRWIN_RESOURCE_TYPE,"Tractor Plow, Type 4",,"Tractor Plow, Type 4",34.0,,2015.0
238,1536312.0,IRWIN_RESOURCE_CATEGORY,Other,,Other,13.0,,2015.0
239,1536313.0,IRWIN_RESOURCE_TYPE,Aerial Apparatus,,Aerial Apparatus,40.0,,2015.0
240,1536314.0,IRWIN_RESOURCE_TYPE,Air Supply Truck,,Air Supply Truck,41.0,,2015.0
241,1536315.0,IRWIN_RESOURCE_TYPE,Ambulance,,Ambulance,42.0,,2015.0
242,1536316.0,IRWIN_RESOURCE_TYPE,Boat,,Boat,43.0,,2015.0
243,1536317.0,IRWIN_RESOURCE_TYPE,"Canine, Bomb Squad",,"Canine, Bomb Squad",44.0,,2015.0
244,1536318.0,IRWIN_RESOURCE_TYPE,"Canine, Narcotics",,"Canine, Narcotics",45.0,,2015.0
245,1536319.0,IRWIN_RESOURCE_TYPE,"Canine, Police",,"Canine, Police",46.0,,2015.0
246,1536320.0,IRWIN_RESOURCE_TYPE,"Canine, SAR",,"Canine, SAR",47.0,,2015.0
247,1536321.0,IRWIN_RESOURCE_TYPE,Cave Rescue Team,,Cave Rescue Team,48.0,,2015.0
248,1536322.0,IRWIN_RESOURCE_TYPE,Crash Rescue (Aircraft),,Crash Rescue (Aircraft),49.0,,2015.0
249,1536323.0,IRWIN_RESOURCE_TYPE,Decontamination Unit,,Decontamination Unit,50.0,,2015.0
250,1536324.0,IRWIN_RESOURCE_TYPE,Food Dispensing Unit,,Food Dispensing Unit,51.0,,2015.0
251,1536325.0,IRWIN_RESOURCE_TYPE,GIS Unit,,GIS Unit,52.0,,2015.0
252,1536326.0,IRWIN_RESOURCE_TYPE,Hazardous Materials Unit,,Hazardous Materials Unit,53.0,,2015.0
253,1536327.0,IRWIN_RESOURCE_TYPE,Heavy Rescue Unit,,Heavy Rescue Unit,54.0,,2015.0
254,1536328.0,IRWIN_RESOURCE_TYPE,Illumination Unit (Lighting),,Illumination Unit (Lighting),55.0,,2015.0
255,1536329.0,IRWIN_RESOURCE_TYPE,"Laundry, Mobile",,"Laundry, Mobile",56.0,,2015.0
256,1536330.0,IRWIN_RESOURCE_TYPE,Mass Casualty Incident Trailer,,Mass Casualty Incident Trailer,57.0,,2015.0
257,1536331.0,IRWIN_RESOURCE_TYPE,Medic Squad,,Medic Squad,58.0,,2015.0
258,1536332.0,IRWIN_RESOURCE_TYPE,Mine Rescue Team,,Mine Rescue Team,59.0,,2015.0
259,1536333.0,IRWIN_RESOURCE_TYPE,Mobile Communications Center,,Mobile Communications Center,60.0,,2015.0
260,1536334.0,IRWIN_RESOURCE_TYPE,Mobile Coroner Unit,,Mobile Coroner Unit,61.0,,2015.0
261,1536335.0,RESOURCE_TYPE,"Engine, Type 7",ENG7,"Engine, Type 7",121.0,,2015.0
262,1536336.0,RESOURCE_TYPE,"Airtanker, VLAT",VLAT,"Airtanker, VLAT",1060.0,,2015.0
263,1536337.0,RESOURCE_TYPE,"Airtanker, Type 1",AT1,"Airtanker, Type 1",1030.0,,2015.0
264,1536338.0,RESOURCE_TYPE,"Airtanker, Type 2",AT2,"Airtanker, Type 2",1040.0,,2015.0
